licence_ref,licence_ref_n,year,issn,all_published,publisher,journal
http://www.ieee.org/publications_standards/publications/rights/ieeecopyrightform.pdf,1,2016,1553-877X,121,Institute of Electrical and Electronics Engineers (IEEE),IEEE Communications Surveys & Tutorials
http://www.springer.com/tdm,120,2016,1554-3528,144,Springer Nature,Behavior Research Methods
http://creativecommons.org/licenses/by/4.0,24,2016,1554-3528,144,Springer Nature,Behavior Research Methods
http://www.springer.com/tdm,46,2016,1554-7191,51,Springer Nature,International Entrepreneurship and Management Journal
http://creativecommons.org/licenses/by/4.0,5,2016,1554-7191,51,Springer Nature,International Entrepreneurship and Management Journal
NA,NA,2016,1554-8627,256,Informa UK Limited,Autophagy
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,33,2016,1554-8929,460,American Chemical Society (ACS),ACS Chemical Biology
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,12,2016,1554-8929,460,American Chemical Society (ACS),ACS Chemical Biology
http://www.springer.com/tdm,18,2016,1555-5542,20,Springer Nature,Biological Theory
http://creativecommons.org/licenses/by/4.0,2,2016,1555-5542,20,Springer Nature,Biological Theory
http://www.springer.com/tdm,17,2016,1555-8622,19,Springer Nature,Archaeologies
http://creativecommons.org/licenses/by/4.0,2,2016,1555-8622,19,Springer Nature,Archaeologies
http://www.springer.com/tdm,5,2016,1555-8932,32,Springer Nature,Genes & Nutrition
http://www.elsevier.com/tdm/userlicense/1.0/,914,2016,1556-0864,914,Elsevier BV,Journal of Thoracic Oncology
http://www.elsevier.com/open-access/userlicense/1.0/,571,2016,1556-0864,914,Elsevier BV,Journal of Thoracic Oncology
http://creativecommons.org/licenses/by-nc-nd/4.0/,17,2016,1556-0864,914,Elsevier BV,Journal of Thoracic Oncology
http://creativecommons.org/licenses/by/4.0/,1,2016,1556-0864,914,Elsevier BV,Journal of Thoracic Oncology
http://www.springer.com/tdm,17,2016,1556-1607,20,Springer Nature,International Journal of Computer-Supported Collaborative Learning
http://creativecommons.org/licenses/by/4.0,2,2016,1556-1607,20,Springer Nature,International Journal of Computer-Supported Collaborative Learning
http://www.springer.com/tdm,12,2016,1556-1623,13,Springer Nature,Metacognition and Learning
http://creativecommons.org/licenses/by/4.0,1,2016,1556-1623,13,Springer Nature,Metacognition and Learning
http://www.springer.com/tdm,59,2016,1556-3316,60,Springer Nature,HSS Journal ®
http://creativecommons.org/licenses/by/4.0,1,2016,1556-3316,60,Springer Nature,HSS Journal ®
NA,NA,2016,1556-3650,161,Informa UK Limited,Clinical Toxicology
http://www.springer.com/tdm,36,2016,1556-3790,40,Springer Nature,Current Colorectal Cancer Reports
http://creativecommons.org/licenses/by/4.0,3,2016,1556-3790,40,Springer Nature,Current Colorectal Cancer Reports
http://www.ieee.org/publications_standards/publications/rights/ieeecopyrightform.pdf,14,2016,1556-6013,341,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Information Forensics and Security
NA,NA,2016,1556-6811,133,American Society for Microbiology,Clinical and Vaccine Immunology
http://www.springer.com/tdm,63,2016,1556-9039,64,Springer Nature,Journal of Medical Toxicology
http://creativecommons.org/licenses/by/4.0,1,2016,1556-9039,64,Springer Nature,Journal of Medical Toxicology
http://www.springer.com/tdm,45,2016,1557-1858,46,Springer Nature,Food Biophysics
http://creativecommons.org/licenses/by/4.0,1,2016,1557-1858,46,Springer Nature,Food Biophysics
http://www.springer.com/tdm,95,2016,1557-1874,103,Springer Nature,International Journal of Mental Health and Addiction
http://creativecommons.org/licenses/by/4.0,8,2016,1557-1874,103,Springer Nature,International Journal of Mental Health and Addiction
http://www.springer.com/tdm,70,2016,1557-1890,74,Springer Nature,Journal of Neuroimmune Pharmacology
http://creativecommons.org/licenses/by/4.0,4,2016,1557-1890,74,Springer Nature,Journal of Neuroimmune Pharmacology
http://www.springer.com/tdm,198,2016,1557-1912,207,Springer Nature,Journal of Immigrant and Minority Health
http://creativecommons.org/licenses/by/4.0,8,2016,1557-1912,207,Springer Nature,Journal of Immigrant and Minority Health
http://www.springer.com/tdm,585,2016,1557-1939,607,Springer Nature,Journal of Superconductivity and Novel Magnetism
http://creativecommons.org/licenses/by/4.0,16,2016,1557-1939,607,Springer Nature,Journal of Superconductivity and Novel Magnetism
http://www.springer.com/tdm,323,2016,1557-1955,326,Springer Nature,Plasmonics
http://creativecommons.org/licenses/by/4.0,3,2016,1557-1955,326,Springer Nature,Plasmonics
http://www.springer.com/tdm,26,2016,1557-2064,26,Springer Nature,Sensing and Imaging
http://www.springer.com/tdm,15,2016,1557-2285,16,Springer Nature,Journal of Maritime Archaeology
http://creativecommons.org/licenses/by/4.0,1,2016,1557-2285,16,Springer Nature,Journal of Maritime Archaeology
NA,NA,2016,1558-3058,56,Informa UK Limited,International Journal of Architectural Heritage
http://www.elsevier.com/tdm/userlicense/1.0/,154,2016,1558-7878,154,Elsevier BV,Journal of Veterinary Behavior: Clinical Applications and Research
http://creativecommons.org/licenses/by-nc-nd/4.0/,6,2016,1558-7878,154,Elsevier BV,Journal of Veterinary Behavior: Clinical Applications and Research
http://www.springer.com/tdm,56,2016,1558-8211,61,Springer Nature,Current Hematologic Malignancy Reports
http://creativecommons.org/licenses/by/4.0,3,2016,1558-8211,61,Springer Nature,Current Hematologic Malignancy Reports
NA,NA,2016,1558-8424,153,American Meteorological Society,Journal of Applied Meteorology and Climatology
http://www.springer.com/tdm,13,2016,1559-1646,14,Springer Nature,Journal of African American Studies
http://creativecommons.org/licenses/by/4.0,1,2016,1559-1646,14,Springer Nature,Journal of African American Studies
NA,NA,2016,1559-2294,105,Informa UK Limited,Epigenetics
NA,NA,2016,1559-2324,213,Informa UK Limited,Plant Signaling & Behavior
http://www.springer.com/tdm,129,2016,1559-2723,136,Springer Nature,Estuaries and Coasts
http://creativecommons.org/licenses/by/4.0,7,2016,1559-2723,136,Springer Nature,Estuaries and Coasts
http://www.springer.com/tdm,23,2016,1559-7431,25,Springer Nature,The Review of International Organizations
http://creativecommons.org/licenses/by/4.0,2,2016,1559-7431,25,Springer Nature,The Review of International Organizations
NA,NA,2016,1559-8985,30,EMW Publishing,Progress In Electromagnetics Research
http://www.springer.com/tdm,19,2016,1560-2745,22,Springer Nature,Fungal Diversity
http://creativecommons.org/licenses/by/4.0,3,2016,1560-2745,22,Springer Nature,Fungal Diversity
http://www.springer.com/tdm,42,2016,1560-4292,45,Springer Nature,International Journal of Artificial Intelligence in Education
http://creativecommons.org/licenses/by/4.0,2,2016,1560-4292,45,Springer Nature,International Journal of Artificial Intelligence in Education
http://www.springer.com/tdm,147,2016,1562-2479,149,Springer Nature,International Journal of Fuzzy Systems
http://creativecommons.org/licenses/by/4.0,2,2016,1562-2479,149,Springer Nature,International Journal of Fuzzy Systems
http://www.springer.com/tdm,102,2016,1566-0621,114,Springer Nature,Conservation Genetics
http://creativecommons.org/licenses/by/4.0,12,2016,1566-0621,114,Springer Nature,Conservation Genetics
http://www.elsevier.com/tdm/userlicense/1.0/,82,2016,1566-0702,82,Elsevier BV,Autonomic Neuroscience
http://creativecommons.org/licenses/by-nc-nd/4.0/,4,2016,1566-0702,82,Elsevier BV,Autonomic Neuroscience
http://www.elsevier.com/open-access/userlicense/1.0/,1,2016,1566-0702,82,Elsevier BV,Autonomic Neuroscience
http://creativecommons.org/licenses/by/4.0/,1,2016,1566-0702,82,Elsevier BV,Autonomic Neuroscience
http://www.springer.com/tdm,17,2016,1566-113X,19,Springer Nature,Networks and Spatial Economics
http://creativecommons.org/licenses/by/4.0,2,2016,1566-113X,19,Springer Nature,Networks and Spatial Economics
http://www.elsevier.com/tdm/userlicense/1.0/,518,2016,1566-1199,518,Elsevier BV,Organic Electronics
http://creativecommons.org/licenses/by-nc-nd/4.0/,25,2016,1566-1199,518,Elsevier BV,Organic Electronics
http://creativecommons.org/licenses/by/4.0/,3,2016,1566-1199,518,Elsevier BV,Organic Electronics
http://www.springer.com/tdm,26,2016,1566-1679,27,Springer Nature,"Journal of Industry, Competition and Trade"
http://creativecommons.org/licenses/by/4.0,1,2016,1566-1679,27,Springer Nature,"Journal of Industry, Competition and Trade"
http://www.springer.com/tdm,167,2016,1566-2543,169,Springer Nature,Journal of Polymers and the Environment
http://creativecommons.org/licenses/by/4.0,2,2016,1566-2543,169,Springer Nature,Journal of Polymers and the Environment
http://www.springer.com/tdm,33,2016,1566-4910,47,Springer Nature,Journal of Housing and the Built Environment
http://creativecommons.org/licenses/by/4.0,14,2016,1566-4910,47,Springer Nature,Journal of Housing and the Built Environment
NA,NA,2016,1566-5240,83,Bentham Science Publishers Ltd.,Current Molecular Medicine
http://www.springer.com/tdm,32,2016,1566-7170,34,Springer Nature,Public Organization Review
http://creativecommons.org/licenses/by/4.0,2,2016,1566-7170,34,Springer Nature,Public Organization Review
http://www.springer.com/tdm,21,2016,1566-7529,28,Springer Nature,European Business Organization Law Review
http://creativecommons.org/licenses/by/4.0,7,2016,1566-7529,28,Springer Nature,European Business Organization Law Review
http://www.elsevier.com/tdm/userlicense/1.0/,40,2016,1567-133X,40,Elsevier BV,Gene Expression Patterns
http://creativecommons.org/licenses/by-nc-nd/4.0/,2,2016,1567-133X,40,Elsevier BV,Gene Expression Patterns
http://www.elsevier.com/tdm/userlicense/1.0/,469,2016,1567-1348,469,Elsevier BV,"Infection, Genetics and Evolution"
http://creativecommons.org/licenses/by-nc-nd/4.0/,23,2016,1567-1348,469,Elsevier BV,"Infection, Genetics and Evolution"
http://creativecommons.org/licenses/by/4.0/,7,2016,1567-1348,469,Elsevier BV,"Infection, Genetics and Evolution"
NA,NA,2016,1567-1356,1,Oxford University Press (OUP),FEMS Yeast Research
NA,NA,2016,1567-1364,113,Oxford University Press (OUP),FEMS Yeast Research
NA,NA,2016,1567-2026,45,Bentham Science Publishers Ltd.,Current Neurovascular Research
NA,NA,2016,1567-2050,169,Bentham Science Publishers Ltd.,Current Alzheimer Research
http://www.springer.com/tdm,27,2016,1567-567X,37,Springer Nature,Journal of Pharmacokinetics and Pharmacodynamics
http://creativecommons.org/licenses/by/4.0,8,2016,1567-567X,37,Springer Nature,Journal of Pharmacokinetics and Pharmacodynamics
http://www.elsevier.com/tdm/userlicense/1.0/,432,2016,1567-5769,432,Elsevier BV,International Immunopharmacology
http://creativecommons.org/licenses/by-nc-nd/4.0/,7,2016,1567-5769,432,Elsevier BV,International Immunopharmacology
http://creativecommons.org/licenses/by/4.0/,3,2016,1567-5769,432,Elsevier BV,International Immunopharmacology
http://www.elsevier.com/open-access/userlicense/1.0/,2,2016,1567-5769,432,Elsevier BV,International Immunopharmacology
http://www.elsevier.com/tdm/userlicense/1.0/,94,2016,1567-7249,94,Elsevier BV,Mitochondrion
http://creativecommons.org/licenses/by-nc-nd/4.0/,4,2016,1567-7249,94,Elsevier BV,Mitochondrion
http://creativecommons.org/licenses/by/4.0/,3,2016,1567-7249,94,Elsevier BV,Mitochondrion
http://www.springer.com/tdm,58,2016,1567-7419,63,Springer Nature,Environmental Fluid Mechanics
http://creativecommons.org/licenses/by/4.0,5,2016,1567-7419,63,Springer Nature,Environmental Fluid Mechanics
http://www.springer.com/tdm,13,2016,1567-7559,16,Springer Nature,The International Sports Law Journal
http://creativecommons.org/licenses/by/4.0,3,2016,1567-7559,16,Springer Nature,The International Sports Law Journal
http://www.springer.com/tdm,55,2016,1567-7818,58,Springer Nature,Natural Computing
http://creativecommons.org/licenses/by/4.0,3,2016,1567-7818,58,Springer Nature,Natural Computing
http://www.springer.com/tdm,17,2016,1567-9764,23,Springer Nature,"International Environmental Agreements: Politics, Law and Economics"
http://creativecommons.org/licenses/by/4.0,6,2016,1567-9764,23,Springer Nature,"International Environmental Agreements: Politics, Law and Economics"
http://www.elsevier.com/tdm/userlicense/1.0/,82,2016,1568-1637,82,Elsevier BV,Ageing Research Reviews
http://creativecommons.org/licenses/by-nc-nd/4.0/,2,2016,1568-1637,82,Elsevier BV,Ageing Research Reviews
http://creativecommons.org/licenses/by/4.0/,1,2016,1568-1637,82,Elsevier BV,Ageing Research Reviews
http://www.springer.com/tdm,25,2016,1568-4555,30,Springer Nature,Language Policy
http://creativecommons.org/licenses/by/4.0,5,2016,1568-4555,30,Springer Nature,Language Policy
http://www.springer.com/tdm,34,2016,1568-7759,41,Springer Nature,Phenomenology and the Cognitive Sciences
http://creativecommons.org/licenses/by/4.0,7,2016,1568-7759,41,Springer Nature,Phenomenology and the Cognitive Sciences
http://www.springer.com/tdm,34,2016,1568-7767,38,Springer Nature,Phytochemistry Reviews
http://creativecommons.org/licenses/by/4.0,4,2016,1568-7767,38,Springer Nature,Phytochemistry Reviews
http://www.elsevier.com/tdm/userlicense/1.0/,145,2016,1568-7864,145,Elsevier BV,DNA Repair
http://creativecommons.org/licenses/by-nc-nd/4.0/,5,2016,1568-7864,145,Elsevier BV,DNA Repair
http://creativecommons.org/licenses/by/4.0/,3,2016,1568-7864,145,Elsevier BV,DNA Repair
http://www.elsevier.com/tdm/userlicense/1.0/,149,2016,1568-9883,149,Elsevier BV,Harmful Algae
http://creativecommons.org/licenses/by-nc-nd/4.0/,12,2016,1568-9883,149,Elsevier BV,Harmful Algae
http://creativecommons.org/licenses/by/4.0/,1,2016,1568-9883,149,Elsevier BV,Harmful Algae
http://www.springer.com/tdm,27,2016,1569-1705,27,Springer Nature,Reviews in Environmental Science and Bio/Technology
http://www.springer.com/tdm,22,2016,1569-1721,24,Springer Nature,The Journal of Economic Inequality
http://creativecommons.org/licenses/by/4.0,2,2016,1569-1721,24,Springer Nature,The Journal of Economic Inequality
http://www.elsevier.com/tdm/userlicense/1.0/,619,2016,1569-1993,619,Elsevier BV,Journal of Cystic Fibrosis
http://creativecommons.org/licenses/by-nc-nd/4.0/,10,2016,1569-1993,619,Elsevier BV,Journal of Cystic Fibrosis
http://creativecommons.org/licenses/by/4.0/,2,2016,1569-1993,619,Elsevier BV,Journal of Cystic Fibrosis
http://www.elsevier.com/open-access/userlicense/1.0/,1,2016,1569-1993,619,Elsevier BV,Journal of Cystic Fibrosis
http://www.springer.com/tdm,33,2016,1569-5239,37,Springer Nature,Review of Economics of the Household
http://creativecommons.org/licenses/by/4.0,3,2016,1569-5239,37,Springer Nature,Review of Economics of the Household
http://www.springer.com/tdm,195,2016,1569-5794,219,Springer Nature,The International Journal of Cardiovascular Imaging
http://creativecommons.org/licenses/by/4.0,24,2016,1569-5794,219,Springer Nature,The International Journal of Cardiovascular Imaging
http://www.springer.com/tdm,134,2016,1569-8025,139,Springer Nature,Journal of Computational Electronics
http://creativecommons.org/licenses/by/4.0,5,2016,1569-8025,139,Springer Nature,Journal of Computational Electronics
NA,NA,2016,1569-8041,3859,Oxford University Press (OUP),Annals of Oncology
http://www.elsevier.com/tdm/userlicense/1.0/,192,2016,1569-9048,192,Elsevier BV,Respiratory Physiology & Neurobiology
http://creativecommons.org/licenses/by-nc-nd/4.0/,8,2016,1569-9048,192,Elsevier BV,Respiratory Physiology & Neurobiology
http://www.elsevier.com/open-access/userlicense/1.0/,2,2016,1569-9048,192,Elsevier BV,Respiratory Physiology & Neurobiology
http://creativecommons.org/licenses/by/4.0/,2,2016,1569-9048,192,Elsevier BV,Respiratory Physiology & Neurobiology
http://www.elsevier.com/tdm/userlicense/1.0/,643,2016,1570-0232,643,Elsevier BV,Journal of Chromatography B
http://creativecommons.org/licenses/by-nc-nd/4.0/,14,2016,1570-0232,643,Elsevier BV,Journal of Chromatography B
http://creativecommons.org/licenses/by/4.0/,4,2016,1570-0232,643,Elsevier BV,Journal of Chromatography B
http://www.springer.com/tdm,263,2016,1570-0755,279,Springer Nature,Quantum Information Processing
http://creativecommons.org/licenses/by/4.0,14,2016,1570-0755,279,Springer Nature,Quantum Information Processing
NA,NA,2016,1570-159X,124,Bentham Science Publishers Ltd.,Current Neuropharmacology
http://www.springer.com/tdm,17,2016,1570-1727,19,Springer Nature,Journal of Academic Ethics
http://creativecommons.org/licenses/by/4.0,2,2016,1570-1727,19,Springer Nature,Journal of Academic Ethics
http://www.springer.com/tdm,71,2016,1570-646X,82,Springer Nature,Energy Efficiency
http://creativecommons.org/licenses/by/4.0,11,2016,1570-646X,82,Springer Nature,Energy Efficiency
http://www.elsevier.com/tdm/userlicense/1.0/,71,2016,1570-677X,71,Elsevier BV,Economics & Human Biology
http://creativecommons.org/licenses/by/4.0/,6,2016,1570-677X,71,Elsevier BV,Economics & Human Biology
http://creativecommons.org/licenses/by-nc-nd/4.0/,5,2016,1570-677X,71,Elsevier BV,Economics & Human Biology
http://www.springer.com/tdm,34,2016,1570-7385,34,Springer Nature,Journal of International Entrepreneurship
http://www.springer.com/tdm,202,2016,1570-761X,216,Springer Nature,Bulletin of Earthquake Engineering
http://creativecommons.org/licenses/by/4.0,12,2016,1570-761X,216,Springer Nature,Bulletin of Earthquake Engineering
http://www.springer.com/tdm,32,2016,1570-7873,35,Springer Nature,Journal of Grid Computing
http://creativecommons.org/licenses/by/4.0,3,2016,1570-7873,35,Springer Nature,Journal of Grid Computing
