journal_title,publisher,year,yearly_jn_volume,license,license_ref_n,yearly_publisher_volume
Habitat International,Elsevier BV,2018,92,http://creativecommons.org/licenses/by-nc-nd/4.0,2,247544
Habitat International,Elsevier BV,2018,92,http://creativecommons.org/licenses/by/4.0,1,247544
International Review of Financial Analysis,Elsevier BV,2016,167,http://creativecommons.org/licenses/by-nc-nd/3.0,1,375061
International Review of Financial Analysis,Elsevier BV,2016,167,http://creativecommons.org/licenses/by-nc-nd/4.0,3,375061
International Review of Financial Analysis,Elsevier BV,2016,167,http://creativecommons.org/licenses/by/4.0,3,375061
International Review of Financial Analysis,Elsevier BV,2015,137,http://creativecommons.org/licenses/by-nc-nd/3.0,1,357226
International Review of Financial Analysis,Elsevier BV,2015,137,http://creativecommons.org/licenses/by-nc-nd/4.0,1,357226
International Review of Financial Analysis,Elsevier BV,2015,137,http://creativecommons.org/licenses/by/4.0,1,357226
International Review of Financial Analysis,Elsevier BV,2014,132,NA,NA,343804
International Review of Financial Analysis,Elsevier BV,2017,108,http://creativecommons.org/licenses/by/4.0,2,390927
International Review of Financial Analysis,Elsevier BV,2013,108,http://creativecommons.org/licenses/by/3.0,1,332602
International Review of Financial Analysis,Elsevier BV,2018,75,http://creativecommons.org/licenses/by/4.0,1,247544
Surface Topography: Metrology and Properties,IOP Publishing,2015,60,http://creativecommons.org/licenses/by/3.0,2,12336
Surface Topography: Metrology and Properties,IOP Publishing,2016,44,http://creativecommons.org/licenses/by/3.0,7,13300
Surface Topography: Metrology and Properties,IOP Publishing,2017,38,http://creativecommons.org/licenses/by/3.0,1,13285
Surface Topography: Metrology and Properties,IOP Publishing,2018,36,http://creativecommons.org/licenses/by/3.0,1,6675
Surface Topography: Metrology and Properties,IOP Publishing,2014,34,http://creativecommons.org/licenses/by/3.0,1,11766
Surface Topography: Metrology and Properties,IOP Publishing,2013,20,http://creativecommons.org/licenses/by/3.0,1,12501
"Journal of International Financial Markets, Institutions and Money",Elsevier BV,2014,117,http://creativecommons.org/licenses/by-nc-nd/3.0,1,343804
"Journal of International Financial Markets, Institutions and Money",Elsevier BV,2014,117,http://creativecommons.org/licenses/by/3.0,1,343804
"Journal of International Financial Markets, Institutions and Money",Elsevier BV,2017,99,http://creativecommons.org/licenses/by/4.0,1,390927
"Journal of International Financial Markets, Institutions and Money",Elsevier BV,2013,91,NA,NA,332602
"Journal of International Financial Markets, Institutions and Money",Elsevier BV,2015,88,http://creativecommons.org/licenses/by/4.0,1,357226
"Journal of International Financial Markets, Institutions and Money",Elsevier BV,2016,72,http://creativecommons.org/licenses/by-nc-nd/4.0,2,375061
"Journal of International Financial Markets, Institutions and Money",Elsevier BV,2016,72,http://creativecommons.org/licenses/by/4.0,2,375061
"Journal of International Financial Markets, Institutions and Money",Elsevier BV,2018,67,http://creativecommons.org/licenses/by-nc-nd/4.0,2,247544
"Journal of International Financial Markets, Institutions and Money",Elsevier BV,2018,67,http://creativecommons.org/licenses/by/4.0,1,247544
"Web Semantics: Science, Services and Agents on the World Wide Web",Elsevier BV,2015,55,http://creativecommons.org/licenses/by-nc-sa/3.0,1,357226
"Web Semantics: Science, Services and Agents on the World Wide Web",Elsevier BV,2015,55,http://creativecommons.org/licenses/by/3.0,1,357226
"Web Semantics: Science, Services and Agents on the World Wide Web",Elsevier BV,2015,55,http://creativecommons.org/licenses/by/4.0,4,357226
"Web Semantics: Science, Services and Agents on the World Wide Web",Elsevier BV,2016,34,NA,NA,375061
"Web Semantics: Science, Services and Agents on the World Wide Web",Elsevier BV,2014,34,NA,NA,343804
"Web Semantics: Science, Services and Agents on the World Wide Web",Elsevier BV,2017,31,NA,NA,390927
"Web Semantics: Science, Services and Agents on the World Wide Web",Elsevier BV,2013,30,NA,NA,332602
"Web Semantics: Science, Services and Agents on the World Wide Web",Elsevier BV,2018,20,http://creativecommons.org/licenses/by-nc-nd/4.0,1,247544
"Web Semantics: Science, Services and Agents on the World Wide Web",Elsevier BV,2018,20,http://creativecommons.org/licenses/by/4.0,1,247544
Process Safety and Environmental Protection,Elsevier BV,2017,329,http://creativecommons.org/licenses/by/4.0,8,390927
Process Safety and Environmental Protection,Elsevier BV,2016,263,http://creativecommons.org/licenses/by/4.0,1,375061
Process Safety and Environmental Protection,Elsevier BV,2018,224,http://creativecommons.org/licenses/by-nc-nd/4.0,1,247544
Process Safety and Environmental Protection,Elsevier BV,2015,197,http://creativecommons.org/licenses/by-nc-nd/3.0,1,357226
Process Safety and Environmental Protection,Elsevier BV,2015,197,http://creativecommons.org/licenses/by-nc-nd/4.0,2,357226
Process Safety and Environmental Protection,Elsevier BV,2015,197,http://creativecommons.org/licenses/by/4.0,2,357226
Process Safety and Environmental Protection,Elsevier BV,2014,115,http://creativecommons.org/licenses/by-nc-nd/3.0,1,343804
Process Safety and Environmental Protection,Elsevier BV,2013,67,NA,NA,332602
"International Journal of Law, Policy and the Family",Oxford University Press (OUP),2017,20,NA,NA,47306
"International Journal of Law, Policy and the Family",Oxford University Press (OUP),2015,19,NA,NA,38466
"International Journal of Law, Policy and the Family",Oxford University Press (OUP),2014,18,NA,NA,35861
"International Journal of Law, Policy and the Family",Oxford University Press (OUP),2013,18,NA,NA,34651
"International Journal of Law, Policy and the Family",Oxford University Press (OUP),2016,17,NA,NA,41935
"International Journal of Law, Policy and the Family",Oxford University Press (OUP),2018,14,http://creativecommons.org/licenses/by/4.0,1,20883
Journal of the European Academy of Dermatology and Venereology,Wiley,2017,668,http://creativecommons.org/licenses/by-nc-nd/4.0,8,110730
Journal of the European Academy of Dermatology and Venereology,Wiley,2017,668,http://creativecommons.org/licenses/by-nc/4.0,7,110730
Journal of the European Academy of Dermatology and Venereology,Wiley,2014,559,NA,NA,102177
Journal of the European Academy of Dermatology and Venereology,Wiley,2015,546,NA,NA,104299
Journal of the European Academy of Dermatology and Venereology,Wiley,2016,540,http://creativecommons.org/licenses/by-nc-nd/4.0,8,108415
Journal of the European Academy of Dermatology and Venereology,Wiley,2016,540,http://creativecommons.org/licenses/by-nc/4.0,1,108415
Journal of the European Academy of Dermatology and Venereology,Wiley,2018,353,http://creativecommons.org/licenses/by-nc-nd/4.0,4,49018
Journal of the European Academy of Dermatology and Venereology,Wiley,2018,353,http://creativecommons.org/licenses/by-nc/4.0,9,49018
Journal of the European Academy of Dermatology and Venereology,Wiley,2013,282,NA,NA,99550
The Laryngoscope,Wiley,2013,780,NA,NA,99550
The Laryngoscope,Wiley,2015,688,http://creativecommons.org/licenses/by-nc-nd/3.0,1,104299
The Laryngoscope,Wiley,2015,688,http://creativecommons.org/licenses/by-nc/4.0,1,104299
The Laryngoscope,Wiley,2015,688,http://creativecommons.org/licenses/by/3.0,1,104299
The Laryngoscope,Wiley,2015,688,http://creativecommons.org/licenses/by/4.0,1,104299
The Laryngoscope,Wiley,2017,644,http://creativecommons.org/licenses/by-nc-nd/4.0,1,110730
The Laryngoscope,Wiley,2016,632,http://creativecommons.org/licenses/by-nc-nd/4.0,4,108415
The Laryngoscope,Wiley,2016,632,http://creativecommons.org/licenses/by-nc/4.0,2,108415
The Laryngoscope,Wiley,2014,613,NA,NA,102177
The Laryngoscope,Wiley,2018,165,http://creativecommons.org/licenses/by-nc-nd/4.0,2,49018
The Laryngoscope,Wiley,2018,165,http://creativecommons.org/licenses/by-nc/4.0,2,49018
International Journal of Quantum Chemistry,Wiley,2017,257,http://creativecommons.org/licenses/by-nc/4.0,1,110730
International Journal of Quantum Chemistry,Wiley,2017,257,http://creativecommons.org/licenses/by/4.0,2,110730
International Journal of Quantum Chemistry,Wiley,2014,235,NA,NA,102177
International Journal of Quantum Chemistry,Wiley,2016,232,NA,NA,108415
International Journal of Quantum Chemistry,Wiley,2015,230,NA,NA,104299
International Journal of Quantum Chemistry,Wiley,2013,221,NA,NA,99550
International Journal of Quantum Chemistry,Wiley,2018,95,NA,NA,49018
Ceramics International,Elsevier BV,2016,2572,http://creativecommons.org/licenses/by-nc-nd/4.0,7,375061
Ceramics International,Elsevier BV,2016,2572,http://creativecommons.org/licenses/by/4.0,3,375061
Ceramics International,Elsevier BV,2017,2533,http://creativecommons.org/licenses/by-nc-nd/4.0,2,390927
Ceramics International,Elsevier BV,2017,2533,http://creativecommons.org/licenses/by/4.0,5,390927
Ceramics International,Elsevier BV,2014,2176,http://creativecommons.org/licenses/by-nc-nd/3.0,8,343804
Ceramics International,Elsevier BV,2014,2176,http://creativecommons.org/licenses/by-nc-sa/3.0,1,343804
Ceramics International,Elsevier BV,2014,2176,http://creativecommons.org/licenses/by/3.0,2,343804
Ceramics International,Elsevier BV,2015,2171,http://creativecommons.org/licenses/by-nc-nd/4.0,1,357226
Ceramics International,Elsevier BV,2015,2171,http://creativecommons.org/licenses/by/4.0,1,357226
Ceramics International,Elsevier BV,2018,2107,http://creativecommons.org/licenses/by-nc-nd/4.0,2,247544
Ceramics International,Elsevier BV,2018,2107,http://creativecommons.org/licenses/by/4.0,1,247544
Ceramics International,Elsevier BV,2013,1446,http://creativecommons.org/licenses/by-nc-nd/3.0,2,332602
Ceramics International,Elsevier BV,2013,1446,http://creativecommons.org/licenses/by/3.0,1,332602
Applied Ocean Research,Elsevier BV,2017,174,http://creativecommons.org/licenses/by-nc-nd/4.0,1,390927
Applied Ocean Research,Elsevier BV,2017,174,http://creativecommons.org/licenses/by/4.0,4,390927
Applied Ocean Research,Elsevier BV,2016,163,http://creativecommons.org/licenses/by/4.0,1,375061
Applied Ocean Research,Elsevier BV,2018,112,NA,NA,247544
Applied Ocean Research,Elsevier BV,2015,111,NA,NA,357226
Applied Ocean Research,Elsevier BV,2014,92,NA,NA,343804
Applied Ocean Research,Elsevier BV,2013,82,NA,NA,332602
Vacuum,Elsevier BV,2017,513,http://creativecommons.org/licenses/by-nc-nd/4.0,1,390927
Vacuum,Elsevier BV,2017,513,http://creativecommons.org/licenses/by/4.0,5,390927
Vacuum,Elsevier BV,2014,442,http://creativecommons.org/licenses/by/3.0,1,343804
Vacuum,Elsevier BV,2015,412,http://creativecommons.org/licenses/by/4.0,2,357226
Vacuum,Elsevier BV,2018,381,http://creativecommons.org/licenses/by-nc-nd/4.0,1,247544
Vacuum,Elsevier BV,2016,326,http://creativecommons.org/licenses/by-nc-nd/4.0,2,375061
Vacuum,Elsevier BV,2013,319,NA,NA,332602
Sustainable Production and Consumption,Elsevier BV,2017,43,NA,NA,390927
Sustainable Production and Consumption,Elsevier BV,2018,33,NA,NA,247544
Sustainable Production and Consumption,Elsevier BV,2016,32,http://creativecommons.org/licenses/by/4.0,3,375061
Sustainable Production and Consumption,Elsevier BV,2015,30,NA,NA,357226
Materials Science and Engineering: B,Elsevier BV,2013,250,http://creativecommons.org/licenses/by/3.0,1,332602
Materials Science and Engineering: B,Elsevier BV,2014,203,http://creativecommons.org/licenses/by-nc-nd/3.0,1,343804
Materials Science and Engineering: B,Elsevier BV,2015,178,http://creativecommons.org/licenses/by-nc-nd/4.0,3,357226
Materials Science and Engineering: B,Elsevier BV,2015,178,http://creativecommons.org/licenses/by/4.0,1,357226
Materials Science and Engineering: B,Elsevier BV,2017,167,http://creativecommons.org/licenses/by/4.0,1,390927
Materials Science and Engineering: B,Elsevier BV,2016,155,NA,NA,375061
Materials Science and Engineering: B,Elsevier BV,2018,93,NA,NA,247544
Acta Astronautica,Elsevier BV,2017,513,http://creativecommons.org/licenses/by-nc-nd/4.0,6,390927
Acta Astronautica,Elsevier BV,2017,513,http://creativecommons.org/licenses/by/4.0,3,390927
Acta Astronautica,Elsevier BV,2014,499,http://creativecommons.org/licenses/by-nc-nd/3.0,3,343804
Acta Astronautica,Elsevier BV,2014,499,http://creativecommons.org/licenses/by-nc-nd/4.0,1,343804
Acta Astronautica,Elsevier BV,2014,499,http://creativecommons.org/licenses/by-nc-sa/3.0,2,343804
Acta Astronautica,Elsevier BV,2014,499,http://creativecommons.org/licenses/by/3.0,4,343804
Acta Astronautica,Elsevier BV,2016,473,http://creativecommons.org/licenses/by-nc-nd/4.0,4,375061
Acta Astronautica,Elsevier BV,2016,473,http://creativecommons.org/licenses/by/4.0,4,375061
Acta Astronautica,Elsevier BV,2018,384,http://creativecommons.org/licenses/by-nc-nd/4.0,3,247544
Acta Astronautica,Elsevier BV,2018,384,http://creativecommons.org/licenses/by/4.0,4,247544
Acta Astronautica,Elsevier BV,2015,347,http://creativecommons.org/licenses/by-nc-nd/4.0,4,357226
Acta Astronautica,Elsevier BV,2015,347,http://creativecommons.org/licenses/by-nc-sa/4.0,1,357226
Acta Astronautica,Elsevier BV,2015,347,http://creativecommons.org/licenses/by/4.0,2,357226
Acta Astronautica,Elsevier BV,2013,311,http://creativecommons.org/licenses/by-nc-nd/4.0,1,332602
Chemistry - An Asian Journal,Wiley,2016,517,http://creativecommons.org/licenses/by-nc-nd/4.0,1,108415
Chemistry - An Asian Journal,Wiley,2016,517,http://creativecommons.org/licenses/by-nc/4.0,1,108415
Chemistry - An Asian Journal,Wiley,2014,478,NA,NA,102177
Chemistry - An Asian Journal,Wiley,2013,468,NA,NA,99550
Chemistry - An Asian Journal,Wiley,2017,467,http://creativecommons.org/licenses/by-nc-nd/4.0,2,110730
Chemistry - An Asian Journal,Wiley,2017,467,http://creativecommons.org/licenses/by/4.0,1,110730
Chemistry - An Asian Journal,Wiley,2015,406,NA,NA,104299
Chemistry - An Asian Journal,Wiley,2018,273,NA,NA,49018
International Journal of Plasticity,Elsevier BV,2016,154,http://creativecommons.org/licenses/by-nc-nd/4.0,3,375061
International Journal of Plasticity,Elsevier BV,2016,154,http://creativecommons.org/licenses/by/4.0,4,375061
International Journal of Plasticity,Elsevier BV,2017,147,http://creativecommons.org/licenses/by/4.0,6,390927
International Journal of Plasticity,Elsevier BV,2014,138,http://creativecommons.org/licenses/by-nc-nd/3.0,2,343804
International Journal of Plasticity,Elsevier BV,2015,133,http://creativecommons.org/licenses/by/4.0,2,357226
International Journal of Plasticity,Elsevier BV,2013,132,NA,NA,332602
International Journal of Plasticity,Elsevier BV,2018,117,http://creativecommons.org/licenses/by-nc-nd/4.0,1,247544
International Journal of Plasticity,Elsevier BV,2018,117,http://creativecommons.org/licenses/by/4.0,3,247544
Wave Motion,Elsevier BV,2017,126,http://creativecommons.org/licenses/by/4.0,1,390927
Wave Motion,Elsevier BV,2015,114,http://creativecommons.org/licenses/by-nc-nd/4.0,2,357226
Wave Motion,Elsevier BV,2015,114,http://creativecommons.org/licenses/by/4.0,1,357226
Wave Motion,Elsevier BV,2014,111,http://creativecommons.org/licenses/by-nc-nd/3.0,1,343804
Wave Motion,Elsevier BV,2016,108,http://creativecommons.org/licenses/by/4.0,2,375061
Wave Motion,Elsevier BV,2013,107,NA,NA,332602
Wave Motion,Elsevier BV,2018,60,http://creativecommons.org/licenses/by/4.0,1,247544
Geostandards and Geoanalytical Research,Wiley,2016,50,NA,NA,108415
Geostandards and Geoanalytical Research,Wiley,2013,45,NA,NA,99550
Geostandards and Geoanalytical Research,Wiley,2017,44,http://creativecommons.org/licenses/by-nc/4.0,1,110730
Geostandards and Geoanalytical Research,Wiley,2017,44,http://creativecommons.org/licenses/by/4.0,1,110730
Geostandards and Geoanalytical Research,Wiley,2015,40,NA,NA,104299
Geostandards and Geoanalytical Research,Wiley,2014,40,NA,NA,102177
Geostandards and Geoanalytical Research,Wiley,2018,19,http://creativecommons.org/licenses/by/4.0,1,49018
Seminars in Arthritis and Rheumatism,Elsevier BV,2017,161,http://creativecommons.org/licenses/by-nc-nd/4.0,12,390927
Seminars in Arthritis and Rheumatism,Elsevier BV,2017,161,http://creativecommons.org/licenses/by/4.0,2,390927
Seminars in Arthritis and Rheumatism,Elsevier BV,2016,141,http://creativecommons.org/licenses/by-nc-nd/4.0,15,375061
Seminars in Arthritis and Rheumatism,Elsevier BV,2016,141,http://creativecommons.org/licenses/by/4.0,3,375061
Seminars in Arthritis and Rheumatism,Elsevier BV,2018,136,http://creativecommons.org/licenses/by-nc-nd/4.0,6,247544
Seminars in Arthritis and Rheumatism,Elsevier BV,2015,134,http://creativecommons.org/licenses/by-nc-nd/3.0,1,357226
Seminars in Arthritis and Rheumatism,Elsevier BV,2015,134,http://creativecommons.org/licenses/by-nc-nd/4.0,8,357226
Seminars in Arthritis and Rheumatism,Elsevier BV,2014,121,http://creativecommons.org/licenses/by-nc-nd/3.0,4,343804
Seminars in Arthritis and Rheumatism,Elsevier BV,2014,121,http://creativecommons.org/licenses/by-nc-sa/3.0,2,343804
Seminars in Arthritis and Rheumatism,Elsevier BV,2013,119,http://creativecommons.org/licenses/by-nc-nd/3.0,1,332602
Seminars in Arthritis and Rheumatism,Elsevier BV,2013,119,http://creativecommons.org/licenses/by/3.0,1,332602
Bone Marrow Transplantation,Springer Nature,2015,364,NA,NA,165397
Bone Marrow Transplantation,Springer Nature,2016,362,http://creativecommons.org/licenses/by-nc-sa/4.0,2,173019
